incident_num,defendant_id,incident_date,arraignment_date,preAct164,charge,num_charges,felony,expungable,any_bail,bail_amount,bail_types,num_conditions,did_not_appear,prior_appearences,def_gender,def_race,judge_id,,,
18BU011943,Defendant832,2018-06-05,2018-06-05,1,Violation Of Conditions Of Release (Travel, Curfew, Or Contact),1,0,0,0,0,No Bail,4,0,1,Male,White,Judge19,
18BU011936,Defendant371,2018-06-04,2018-06-05,1,Simple Assault,1,0,1,0,0,No Bail,3,0,0,Female,White,Judge19,,,
18BU011893,Defendant750,2018-06-04,2018-06-05,1,Unlawful Trespass (Felony),6,1,0,0,0,No Bail,1,0,0,Male,Hispanic,Judge19,,,
18BU011316,Defendant518,2018-06-05,2018-06-05,1,Violation Of Conditions Of Release (Travel, Curfew, Or Contact),2,0,0,0,0,No Bail,3,0,2,Male,Asian,Judge19,
18BU011316,Defendant314,2018-05-29,2018-06-05,1,Violation Of Conditions Of Release (Travel, Curfew, Or Contact),1,0,0,0,0,No Bail,3,0,2,Male,White,Judge19,
18BU011932,Defendant303,2018-06-04,2018-06-05,1,Domestic Assault - 1st Degree Aggravated,1,1,0,1,15000,Bail,5,0,2,Male,White,Judge19,,,
18BU011620,Defendant705,2018-06-05,2018-06-05,1,Assault And Robbery,2,1,0,0,0,Remanded,9,0,0,Male,Black,Judge19,,,
18BU008575,Defendant830,2018-04-26,2018-06-05,1,Negligent Operation,1,0,1,0,0,No Bail,3,0,1,Male,White,Judge19,,,
18BU011997,Defendant262,2018-06-05,2018-06-06,1,Violation Of An Abuse Prevention Order,2,0,0,0,0,No Bail,5,0,0,Male,White,Judge16,,,
18BU012009,Defendant276,2018-06-05,2018-06-06,1,Disorderly Conduct - All Other,1,0,1,1,100,Bail,1,1,7,Male,Black,Judge16,,,
18BU011284,Defendant904,2018-06-07,2018-06-07,1,Unlawful Trespass (Misdemeanor),1,0,1,1,500,Bail,1,1,1,Female,White,Judge15,,,
18BU011106,Defendant766,2018-05-26,2018-06-07,1,Grand Larceny,1,1,0,0,0,No Bail,1,0,0,Male,Black,Judge15,,,
18BU005170,Defendant835,2018-03-11,2018-06-12,1,Domestic Assault,1,0,0,0,0,No Bail,5,0,0,Male,White,Judge14,,,
18BU012068,Defendant314,2018-06-06,2018-06-12,1,Violation Of Conditions Of Release (Travel, Curfew, Or Contact),1,0,0,0,0,No Bail,3,0,3,Male,White,Judge14,
18BU012453,Defendant276,2018-06-10,2018-06-12,1,Unlawful Trespass (Misdemeanor),1,0,1,0,0,No Bail,1,0,8,Male,Black,Judge14,,,
18BU012294,Defendant276,2018-06-07,2018-06-12,1,Simple Assault,2,0,1,0,0,No Bail,1,0,9,Male,Black,Judge14,,,
18BU004256,Defendant417,2018-02-26,2018-06-14,1,Uttering A Forged Instrument,5,1,0,1,1500,Bail,1,1,0,Female,White,Judge14,,,
18BU011079,Defendant693,2018-05-26,2018-06-14,1,Simple Assault,1,0,1,0,0,No Bail,3,0,0,Male,White,Judge14,,,
18BU013055,Defendant1033,2018-06-17,2018-06-18,1,Drugs - Cocaine, Possession  >2.5 Gm,3,1,0,0,0,No Bail,4,0,0,Male,Black,Judge14,,
18bBU012188,Defendant896,2018-06-07,2018-06-21,1,Lewd And Lascivious Conduct,1,1,0,1,250,Bail,1,1,0,Male,White,Judge12,,,
18BU0114841,Defendant49,2018-05-31,2018-06-21,1,Petit Larceny - Shoplifting,1,0,1,0,0,No Bail,3,0,0,Male,White,Judge12,,,
18BU013395,Defendant1037,2018-06-21,2018-06-21,1,Assault With Bodily Fluids (Misdemeanor),2,0,1,1,1000,Bail,5,0,0,Male,White,Judge12,,,
18BU013603,Defendant634,2018-06-22,2018-06-25,1,Aggravated Assault,2,1,0,0,0,No Bail,5,0,0,Male,Asian,Judge13,,,
18BU013711,Defendant675,2018-06-24,2018-06-25,1,Simple Assault,2,0,1,0,0,No Bail,1,0,0,Male,White,Judge13,,,
18BU009932,Defendant852,2018-05-12,2018-06-26,1,Unlawful Mischief (Misdemeanor),1,0,1,0,0,No Bail,1,0,0,Male,White,Judge14,,,
18BU009460,Defendant567,2018-05-07,2018-06-28,1,Unlawful Trespass (Misdemeanor),3,0,1,1,100,Bail,1,1,2,Male,White,Judge14,,,
18BU013895,Defendant896,2018-06-26,2018-06-28,1,Lewd And Lascivious Conduct,1,1,0,1,250,Bail,1,1,2,Male,White,Judge14,,,
18BU014371,Defendant545,2018-06-26,2018-07-02,0,Unlawful Trespass (Misdemeanor),2,0,1,0,0,No Bail,3,0,2,Male,White,Judge14,,,
18BU014168,Defendant1009,2018-06-29,2018-07-02,0,Sexual Offense Aggravated Sexual Assault Of A Child,2,1,0,0,0,Remanded,,0,1,Male,Black,Judge14,,,
18BU014354,Defendant775,2018-07-01,2018-07-02,0,Lewd And Lascivious Conduct,1,1,0,1,500,Bail,1,1,0,Male,White,Judge14,,,
11BU002732,Defendant279,2011-02-06,2018-07-03,0,Drugs - Cocaine, Sale <2.5 Gm,1,1,0,0,0,No Bail,3,0,0,Male,Black,Judge14,,
18BU014444,Defendant355,2018-07-02,2018-07-03,0,Burglary,3,1,0,1,1000,Bail,5,0,3,Male,White,Judge14,,,
18BU014723,Defendant625,2018-07-04,2018-07-05,0,Domestic Assault - 2nd Degree Aggravated,1,1,0,0,0,No Bail,5,0,0,Male,White,Judge14,,,
18BU014725,Defendant89,2018-07-04,2018-07-05,0,Violation Of Conditions Of Release (Other),1,0,0,0,0,No Bail,3,0,0,Male,Black,Judge14,,,
18BU014586,Defendant567,2018-07-04,2018-07-05,0,Unlawful Trespass (Misdemeanor),1,0,1,0,0,No Bail,2,0,3,Male,White,Judge14,,,
18BU014577,Defendant624,2018-07-04,2018-07-05,0,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,3,0,2,Male,White,Judge14,,,
18BU013002,Defendant1038,2018-06-17,2018-07-05,0,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,1,0,0,Male,Black,Judge14,,,
18BU013489,Defendant904,2018-06-21,2018-07-05,0,Unlawful Trespass (Misdemeanor),1,0,1,0,0,No Bail,1,1,2,Female,White,Judge14,,,
18BU014100,Defendant468,2018-06-29,2018-07-05,0,Domestic Assault,1,0,0,0,0,No Bail,5,0,1,Male,White,Judge14,,,
18BU011380,Defendant1024,2018-05-29,2018-07-05,0,Driving With A Criminally Suspended License,1,0,1,1,100,Bail,1,1,0,Male,White,Judge14,,,
18BU003760,Defendant571,2018-02-20,2018-07-05,0,Disorderly Conduct - All Other,1,0,1,1,100,Bail,1,1,1,Male,White,Judge14,,,
18BU014816,Defendant917,2018-07-05,2018-07-06,0,Unlawful Trespass (Misdemeanor),2,0,1,0,0,No Bail,4,0,0,Male,White,Judge14,,,
18BU014851,Defendant775,2018-07-06,2018-07-06,0,Lewd And Lascivious Conduct,1,1,0,1,500,Bail,1,0,1,Male,White,Judge14,,,
18BU013159,Defendant11,2018-06-19,2018-07-10,0,Unlawful Mischief (Misdemeanor),1,0,1,0,0,No Bail,1,0,1,Male,White,Judge14,,,
18BU014258,Defendant640,2018-06-30,2018-07-12,0,Identity Theft,2,1,0,1,750,Bail,4,0,0,Male,Hispanic,Judge14,,,
18BU015302,Defendant928,2018-07-11,2018-07-12,0,Domestic Assault - 2nd Degree Aggravated,1,1,0,1,500,Bail,5,0,4,Male,White,Judge14,,,
18BU015336,Defendant896,2018-07-12,2018-07-12,0,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,4,0,3,Male,White,Judge14,,,
18BU013929,Defendant904,2018-06-26,2018-07-12,0,Unlawful Trespass (Misdemeanor),1,0,1,0,0,No Bail,1,1,3,Female,White,Judge14,,,
18BU015256,Defendant454,2018-07-11,2018-07-16,0,Violation Of An Abuse Prevention Order,1,0,0,0,0,No Bail,3,0,9,Male,White,Judge14,,,
18BU015474,Defendant977,2018-06-27,2018-07-18,0,Grand Larceny,6,1,0,0,0,No Bail,8,0,1,Male,White,Judge12,,,
18BU016116,Defendant319,2018-07-21,2018-07-23,0,Aggravated Assault,3,1,0,0,0,Remanded,1,0,0,Male,White,Judge9,,,
18BU016116,Defendant421,2018-07-21,2018-07-23,0,Aggravated Assault,2,1,0,0,0,Remanded,1,0,1,Male,White,Judge9,,,
18BU016116,Defendant478,2018-07-21,2018-07-23,0,Aggravated Assault,2,1,0,0,0,Remanded,1,0,0,Male,White,Judge9,,,
18SB008078,Defendant738,2018-07-22,2018-07-23,0,Drugs - Heroin, Trafficking,2,1,0,0,0,No Bail,3,0,0,Male,White,Judge9,,
18SB008078,Defendant96,2018-07-22,2018-07-23,0,Drugs - Heroin, Trafficking,2,1,0,1,5000,Bail,3,0,0,Male,Black,Judge9,,
18BU016230,Defendant672,2018-07-22,2018-07-23,0,Drugs - Cocaine, Possession  Misdemeanor,1,0,1,0,0,No Bail,3,0,1,Male,Black,Judge9,,
18BU012869,Defendant1042,2018-06-15,2018-07-24,0,Domestic Assault,1,0,0,0,0,No Bail,1,1,0,Female,White,Judge12,,,
18BU011063,Defendant73,2018-05-25,2018-07-24,0,Drugs - Heroin, Possession (Misdemeanor),1,0,1,0,0,No Bail,1,1,2,Female,White,Judge12,,
18BU011181,Defendant304,2018-05-27,2018-07-24,0,Petit Larceny From A Building/Residence/Structure,1,0,1,0,0,No Bail,1,0,3,Female,White,Judge12,,,
18BU016422,Defendant158,2018-07-24,2018-07-25,0,Domestic Assault,3,0,0,0,0,No Bail,6,0,0,Female,White,Judge12,,,
18BU016510,Defendant964,2018-07-24,2018-07-25,0,Escape,1,1,0,1,5000,Bail,1,0,0,Male,White,Judge12,,,
18BU010211,Defendant61,2018-05-16,2018-07-26,0,Driving Under The Influence; Second And Subsequent Offense,2,0,0,1,1000,Bail,1,1,1,Female,White,Judge12,,,
18BU014522,Defendant797,2018-07-03,2018-07-26,0,Drugs - Heroin, Possession (Misdemeanor),1,0,1,0,0,No Bail,1,0,0,Male,White,Judge12,,
18BU014843,Defendant444,2018-07-06,2018-07-26,0,Leaving Scene Of An Accident,1,0,1,0,0,No Bail,1,0,1,Male,White,Judge12,,,
18BU016833,Defendant262,2018-07-28,2018-07-30,0,Domestic Assault,1,0,0,0,0,No Bail,,0,1,Male,White,Judge9,,,
18BU016833,Defendant925,2018-07-28,2018-07-30,0,Domestic Assault,1,0,0,0,0,No Bail,5,0,0,Male,White,Judge9,,,
18BU017328,Defendant856,2018-08-01,2018-08-02,0,Simple Assault,1,0,1,0,0,No Bail,4,0,0,Male,White,Judge2,,,
18BU015847,Defendant324,2018-07-18,2018-08-02,0,Drugs - Depressant, Stimulant, And Narcotic Possession Misdemeanor,2,0,1,0,0,No Bail,,0,0,Male,White,Judge2,
18BU017201,Defendant607,2018-07-31,2018-08-02,0,Simple Assault,3,0,1,0,0,No Bail,5,0,0,Male,Black,Judge2,,,
18BU017384,Defendant694,2018-08-05,2018-08-06,0,Violation Of An Abuse Prevention Order,3,0,0,0,0,No Bail,4,0,0,Female,Black,Judge14,,,
18BU017780,Defendant303,2018-08-06,2018-08-07,0,Resisting Arrest,2,0,1,0,0,No Bail,2,0,4,Male,White,Judge14,,,
18BU017784,Defendant414,2018-08-06,2018-08-08,0,Domestic Assault - 1st Degree Aggravated,1,1,0,1,5000,Bail,5,0,1,Male,White,Judge10,,,
18BU016306,Defendant598,2018-07-22,2018-08-09,0,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,3,0,2,Male,White,Judge10,,,
18BU015435,Defendant362,2018-07-08,2018-08-09,0,Drugs - Cocaine, Possession  Misdemeanor,1,0,1,1,200,Bail,1,1,4,Male,White,Judge10,,
18BU018302,Defendant229,2018-08-12,2018-08-14,0,Domestic Assault - 1st Degree Aggravated,8,1,0,0,0,Remanded,1,0,1,Male,Black,Judge10,,,
18BU016259,Defendant532,2018-07-22,2018-08-14,0,Disorderly Conduct - All Other,2,0,1,0,0,No Bail,5,0,0,Male,White,Judge10,,,
18BU015896,Defendant788,2018-07-18,2018-08-14,0,Simple Assault,1,0,1,0,0,No Bail,1,0,0,Female,White,Judge10,,,
18BU018565,Defendant6,2018-08-17,2018-08-17,0,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,1,0,1,Male,Black,Judge10,,,
18BU017547,Defendant593,2018-07-24,2018-08-17,0,Simple Assault,1,0,1,0,0,No Bail,3,0,6,Male,Black,Judge10,,,
18BU010300,Defendant362,2018-07-08,2018-08-21,0,Drugs - Cocaine, Possession  Misdemeanor,1,0,1,1,250,Bail,1,1,5,Male,White,Judge12,,
18BU017649,Defendant130,2018-08-05,2018-08-21,0,Resisting Arrest,3,0,1,0,0,No Bail,1,0,2,Male,Black,Judge12,,,
18BU017579,Defendant694,2018-08-04,2018-08-21,0,Violation Of An Abuse Prevention Order,2,0,0,0,0,No Bail,1,1,1,Female,Black,Judge12,,,
18BU017073,Defendant760,2018-07-30,2018-08-21,0,Violation Of Conditions Of Release (Travel, Curfew, Or Contact),1,0,0,0,0,No Bail,1,1,2,Male,White,Judge12,
18BU017073,Defendant905,2018-07-30,2018-08-21,0,Vulnerable Adults Abuse Of Vulnerable Adult,1,0,1,0,0,No Bail,4,0,2,Male,White,Judge12,,,
18BU010952,Defendant581,2018-05-24,2018-08-23,0,Petit Larceny Other,1,0,1,0,0,No Bail,1,1,1,Male,Black,Judge14,,,
18BU018167,Defendant927,2018-08-11,2018-08-28,0,Driving Under The Influence, First Offense,1,0,0,0,0,No Bail,1,0,0,Male,White,Judge10,,
18BU017982,Defendant284,2018-08-09,2018-08-28,0,Driving With A Criminally Suspended License,2,0,1,0,0,No Bail,1,1,0,Male,White,Judge10,,,
18BU018587,Defendant379,2018-08-16,2018-08-28,0,Simple Assault,1,0,1,1,200,Bail,1,1,0,Male,White,Judge10,,,
18BU019605,Defendant946,2018-08-27,2018-08-28,0,Unlawful Mischief (Misdemeanor),3,0,1,1,200,Bail,1,1,0,Male,White,Judge10,,,
18BU019777,Defendant513,2018-08-29,2018-08-30,0,Assault On A Law Enforcement Officer (Misdemeanor),4,0,0,1,250,Bail,1,0,0,Female,White,Judge12,,,
18BU015847,Defendant324,2018-07-18,2018-08-30,0,Drugs - Depressant, Stimulant, And Narcotic Possession Misdemeanor,2,0,1,1,250,Bail,1,1,1,Male,White,Judge12,
18BU014608,Defendant243,2018-08-07,2018-08-30,0,Simple Assault,1,0,1,1,200,Bail,1,1,0,Female,White,Judge12,,,
18BU018080,Defendant696,2018-08-13,2018-08-30,0,Domestic Assault,1,0,0,1,250,Bail,1,1,3,Female,White,Judge12,,,
18BU019521,Defendant1043,2018-08-26,2018-08-30,0,Violation Of Conditions Of Release (Other),1,0,0,0,0,No Bail,1,1,0,Male,Black,Judge12,,,
18BU018334,Defendant254,2018-08-30,2018-08-30,0,Unlawful Trespass (Misdemeanor),1,0,1,1,200,Bail,1,1,2,Male,Black,Judge12,,,
18BU019924,Defendant627,2018-08-31,2018-08-31,0,Grand Larceny,1,1,0,0,0,No Bail,1,0,2,Female,White,Judge10,,,
18BU019921,Defendant664,2018-08-31,2018-08-31,0,Fugitive From Justice (Arrest Prior To Requisition),1,1,0,1,20000,Bail,,0,0,Male,White,Judge10,,,
18BU019777,Defendant513,2018-08-31,2018-08-31,0,Assault With Bodily Fluids (Misdemeanor),4,0,1,1,250,Bail,1,0,1,Female,White,Judge10,,,
18BU020024,Defendant900,2018-09-01,2018-09-04,0,Aggravated Assault,1,1,0,0,0,No Bail,4,0,0,Male,White,Judge14,,,
18BU020111,Defendant201,2018-09-02,2018-09-04,0,Domestic Assault - 2nd Degree Aggravated,1,1,0,0,0,Remanded,2,0,3,Male,Black,Judge14,,,
18BU019647,Defendant32,2018-08-28,2018-09-06,0,Burglary,6,1,0,1,20000,Remanded,5,0,0,Male,White,Judge7,,,
18BU016268,Defendant584,2018-07-22,2018-09-06,0,Violation Of An Abuse Prevention Order,1,0,0,0,0,No Bail,4,0,0,Female,White,Judge7,,,
18BU019837,Defendant941,2018-08-30,2018-09-06,0,Simple Assault,1,0,1,0,0,No Bail,5,0,0,Male,White,Judge7,,,
18BU018103,Defendant454,2018-08-10,2018-09-06,0,False Pretenses,3,0,1,0,0,Remanded,3,0,11,Male,White,Judge7,,,
18BU018276,Defendant1035,2018-08-12,2018-09-11,0,Cruelty To Animals (Misdemeanor),2,0,1,0,0,No Bail,3,0,0,Male,White,Judge7,,,
18BU019182,Defendant148,2018-08-22,2018-09-11,0,Driving Under The Influence; Second And Subsequent Offense,1,0,0,0,0,No Bail,4,0,0,Female,White,Judge7,,,
18WS005625,Defendant434,2018-09-11,2018-09-12,0,Aggravated Assault,2,1,0,1,7500,Bail,1,0,0,Male,Black,Judge11,,,
18BU015377,Defendant57,2018-07-12,2018-09-12,0,Drugs - Cocaine, Sale >2.5 Gm,6,1,0,1,35000,Bail,1,0,0,Male,Black,Judge11,,
18BU019849,Defendant197,2018-08-30,2018-09-13,0,Drugs - Cocaine, Possession  >2.5 Gm,2,1,0,0,0,Remanded,4,0,0,Female,White,Judge7,,
18BU015377,Defendant57,2018-07-12,2018-09-13,0,Drugs - Cocaine, Sale <2.5 Gm,6,1,0,1,20000,Bail,3,0,1,Male,Black,Judge7,,
18BU018877,Defendant100,2018-08-19,2018-09-18,0,Simple Assault,2,0,1,0,0,No Bail,3,0,0,Male,Black,Judge10,,,
18BU018587,Defendant345,2018-08-16,2018-09-18,0,Cruelty To Children Under 10 By One Over 16,2,0,0,0,0,No Bail,4,0,1,Female,White,Judge10,,,
18BU019368,Defendant411,2018-08-24,2018-09-18,0,Simple Assault,2,0,1,0,0,No Bail,3,0,0,Male,White,Judge10,,,
18BU018710,Defendant236,2018-08-24,2018-09-18,0,Simple Assault,2,0,1,0,0,No Bail,4,0,0,Male,Black,Judge10,,,
18BU021602,Defendant421,2018-09-17,2018-09-18,0,Aggravated Assault,1,1,0,1,2000,Bail,6,0,2,Male,White,Judge10,,,
18BU017614,Defendant608,2018-09-04,2018-09-20,0,Petit Larceny - Shoplifting,2,0,1,1,100,Bail,1,1,0,Female,White,Judge10,,,
18BU020318,Defendant737,2018-07-31,2018-09-20,0,Identity Theft,6,1,0,0,0,No Bail,4,0,2,Male,White,Judge10,,,
18BU021855,Defendant329,2018-09-20,2018-09-20,0,Aggravated Assault,2,1,0,0,0,Remanded,4,0,0,Male,White,Judge10,,,
18BU022117,Defendant593,2018-09-22,2018-09-24,0,Domestic Assault - 1st Degree Aggravated,3,1,0,0,0,Remanded,,0,7,Male,Black,Judge14,,,
18ES05903,Defendant551,2018-09-22,2018-09-24,0,Reckless Endangerment,1,0,0,0,0,No Bail,3,0,0,Male,White,Judge14,,,
18BU022253,Defendant280,2018-09-24,2018-09-25,0,Unlawful Mischief (Felony),3,1,0,0,0,No Bail,4,0,0,Male,Black,Judge9,,,
17BU029358,Defendant684,2017-11-13,2018-09-25,0,Drugs - Marijuana, Possession Or Cultivation -Misdemeanor,1,0,1,0,0,No Bail,1,1,1,Male,Black,Judge9,,
18BU020682,Defendant183,2018-09-07,2018-09-25,0,Unlawful Trespass (Misdemeanor),1,0,1,0,0,No Bail,1,0,0,Male,White,Judge9,,,
18BU022351,Defendant280,2018-09-25,2018-09-27,0,Grand Larceny,1,1,0,0,0,No Bail,4,0,1,Male,Black,Judge12,,,
18BU021134,Defendant152,2018-09-13,2018-09-27,0,Simple Assault,2,0,1,0,0,No Bail,5,0,0,Male,White,Judge12,,,
18BU018039,Defendant289,2018-09-04,2018-09-27,0,Drugs - Manufacture Or Cultivation Of Regulated  Drug,1,0,1,0,0,No Bail,3,0,0,Male,White,Judge12,,,
18BU022831,Defendant922,2018-09-30,2018-10-01,0,Violation Of An Abuse Prevention Order,1,0,0,0,0,No Bail,4,0,0,Male,White,Judge12,,,
18BU022691,Defendant1018,2018-09-28,2018-10-01,0,Domestic Assault,2,0,0,0,0,No Bail,3,0,0,Male,White,Judge12,,,
18A104283,Defendant808,2018-09-28,2018-10-01,0,Unlawful Restraint - 2nd Degree,4,1,0,1,10000,Bail,3,0,0,Male,Black,Judge12,,,
18BU021475,Defendant1043,2018-09-16,2018-10-02,0,Unlawful Mischief (Misdemeanor),1,0,1,1,200,Bail,1,1,2,Male,Black,Judge10,,,
18BU021455,Defendant141,2018-09-16,2018-10-04,0,Simple Assault,3,0,1,0,0,No Bail,9,0,1,Male,Black,Judge10,,,
18BU022598,Defendant486,2018-10-04,2018-10-04,0,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,3,0,0,Female,White,Judge10,,,
18BU010300,Defendant362,2018-07-08,2018-10-04,0,Drugs - Cocaine, Possession  Misdemeanor,1,0,1,0,0,No Bail,3,0,6,Male,White,Judge10,,
18BU023471,Defendant116,2018-09-10,2018-10-08,0,Stalking,2,0,0,0,0,No Bail,4,0,0,Male,White,Judge14,,,
18BU023437,Defendant791,2018-10-07,2018-10-09,0,Assault On A Law Enforcement Officer (Misdemeanor),1,0,0,1,500,Bail,1,1,0,Male,White,Judge7,,,
18BU023292,Defendant1017,2018-10-06,2018-10-09,0,Aggravated Assault,1,1,0,0,0,No Bail,4,0,0,Male,White,Judge7,,,
18BU023587,Defendant978,2018-10-09,2018-10-10,0,Unlawful Trespass (Felony),3,1,0,1,5000,Bail,3,0,3,Male,Asian,Judge12,,,
18BU023565,Defendant501,2018-10-09,2018-10-10,0,Hate Motivated Crime (Misdemeanor),1,0,1,0,0,No Bail,1,1,0,Male,White,Judge12,,,
18BU023298,Defendant228,2018-10-06,2018-10-11,0,Resisting Arrest,2,0,1,0,0,No Bail,2,0,2,Male,Black,Judge10,,,
18BU019278,Defendant122,2018-08-24,2018-10-11,0,Driving With A Criminally Suspended License,1,0,1,1,100,Bail,1,1,1,Female,White,Judge10,,,
18BU022456,Defendant280,2018-09-26,2018-10-11,0,Retail Theft (Misd),1,0,1,0,0,No Bail,1,1,2,Male,Black,Judge10,,,
18BU0023764,Defendant904,2018-10-11,2018-10-12,0,Violation Of An Abuse Prevention Order,2,0,0,0,0,No Bail,3,0,8,Female,White,Judge10,,,
18BU023878,Defendant728,2018-10-14,2018-10-14,0,Retail Theft (Misd),1,0,1,0,0,No Bail,1,0,1,Male,White,Judge7,,,
18BU024004,Defendant303,2018-10-14,2018-10-15,0,Resisting Arrest,7,0,1,0,0,No Bail,1,0,5,Male,White,Judge7,,,
18BU023553,Defendant972,2018-10-14,2018-10-15,0,Retail Theft (Misd),1,0,1,0,0,No Bail,3,0,1,Male,White,Judge7,,,
18BU022317,Defendant499,2018-09-24,2018-10-16,0,Simple Assault,2,0,1,0,0,No Bail,1,1,1,Female,White,Judge7,,,
18BU022502,Defendant1014,2018-09-27,2018-10-16,0,Driving Under The Influence, First Offense,1,0,0,0,0,No Bail,5,0,0,Male,White,Judge7,,
18UV005736,Defendant78,2018-09-17,2018-10-16,0,Drugs - Methamphetamine, Possession >2.5 Gm,2,1,0,0,0,No Bail,3,0,0,Male,White,Judge7,,
18BU024084,Defendant122,2018-10-15,2018-10-16,0,Driving With A Criminally Suspended License,1,0,1,0,0,No Bail,1,0,2,Female,White,Judge7,,,
18BU019194,Defendant1007,2018-10-15,2018-10-16,0,Operation Without Consent - Aggravated,3,1,0,0,0,No Bail,5,0,0,Male,White,Judge7,,,
18BU022321,Defendant315,2018-09-24,2018-10-18,0,Negligent Operation,2,0,1,0,0,No Bail,3,0,0,Male,White,Judge7,,,
18BU018847,Defendant765,2018-08-19,2018-10-18,0,Retail Theft (Misd),3,0,1,1,100,Bail,1,1,0,Female,White,Judge7,,,
18BU021134,Defendant601,2018-09-13,2018-10-18,0,Simple Assault,1,0,1,0,0,No Bail,3,0,0,Male,Black,Judge7,,,
16MT000704,Defendant537,2016-02-02,2018-10-18,0,Drugs - Heroin, Sale Felony,5,1,0,0,0,No Bail,4,0,0,Female,White,Judge7,,
18BU022054,Defendant26,2018-09-22,2018-10-18,0,Simple Assault,1,0,1,0,0,No Bail,3,0,0,Male,Black,Judge7,,,
18BU021478,Defendant266,2018-10-02,2018-10-18,0,Assault On A Law Enforcement Officer (Misdemeanor),2,0,0,0,0,No Bail,3,0,0,Male,White,Judge7,,,
18BU022592,Defendant291,2018-09-27,2018-10-18,0,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,4,0,0,Male,White,Judge7,,,
18BU020919,Defendant34,2018-09-10,2018-10-18,0,Aggravated Assault,1,1,0,0,0,No Bail,5,0,0,Male,White,Judge7,,,
18BU022325,Defendant948,2018-09-24,2018-10-18,0,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,1,0,0,Male,White,Judge7,,,
18BU022393,Defendant882,2018-09-25,2018-10-18,0,Driving With A Criminally Suspended License,1,0,1,0,0,No Bail,1,0,0,Male,White,Judge7,,,
18BU022778,Defendant858,2018-09-30,2018-10-18,0,Driving With A Criminally Suspended License,1,0,1,0,0,No Bail,1,0,1,Male,Black,Judge7,,,
18BU024506,Defendant390,2018-10-20,2018-10-22,0,Retail Theft (Misd),1,0,1,0,0,No Bail,3,0,1,Female,White,Judge8,,,
18BU023345,Defendant917,2018-10-06,2018-10-23,0,Voyeurism,1,0,1,1,200,Bail,1,1,2,Male,White,Judge10,,,
17BU029358,Defendant684,2017-11-13,2018-10-23,0,Drugs - Marijuana, Possession Or Cultivation -Misdemeanor,1,0,1,1,200,Bail,1,1,2,Male,Black,Judge10,,
18BU022704,Defendant612,2018-09-28,2018-10-23,0,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,1,0,0,Female,White,Judge10,,,
18BU023345,Defendant917,2018-10-06,2018-10-24,0,Voyeurism,1,0,1,0,0,No Bail,4,0,3,Male,White,Judge7,,,
18BU024689,Defendant501,2018-10-23,2018-10-25,0,Disorderly Conduct By Phone Or Electronic Communication,1,0,1,0,0,No Bail,6,0,2,Male,White,Judge9,,,
18BU022940,Defendant1035,2018-10-12,2018-10-25,0,Violation Of Conditions Of Release (Other),1,0,0,0,0,No Bail,1,0,1,Male,White,Judge9,,,
18BU022933,Defendant1011,2018-10-02,2018-10-25,0,Impeding Public Officers,3,1,0,0,0,No Bail,3,0,0,Male,Black,Judge9,,,
18BU023274,Defendant121,2018-10-05,2018-10-25,0,Negligent Operation,1,0,1,0,0,No Bail,4,0,0,Male,White,Judge9,,,
18BU023140,Defendant896,2018-10-04,2018-10-25,0,Petit Larceny Other,1,0,1,0,0,No Bail,4,0,5,Male,White,Judge9,,,
18BU024788,Defendant495,2018-10-24,2018-10-25,0,Unlawful Trespass (Misdemeanor),1,0,1,0,0,No Bail,1,0,0,Female,White,Judge9,,,
18BU024760,Defendant778,2018-10-24,2018-10-25,0,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,1,0,0,Male,White,Judge9,,,
18BU023650,Defendant402,2018-10-10,2018-10-26,0,Driving With A Criminally Suspended License,1,0,1,0,0,No Bail,1,0,0,Female,White,Judge8,,,
18BU025730,Defendant619,2018-10-28,2018-10-30,0,Burglary,2,1,0,1,5000,Bail,5,0,1,Male,White,Judge12,,,
18BU017103,Defendant201,2018-07-30,2018-10-30,0,Simple Assault,1,0,1,0,0,No Bail,3,0,4,Male,Black,Judge12,,,
18BU023604,Defendant83,2018-10-09,2018-10-30,0,Disorderly Conduct By Phone Or Electronic Communication,1,0,1,0,0,No Bail,4,0,0,Male,White,Judge12,,,
18BU0251089,Defendant123,2018-10-31,2018-11-01,0,Domestic Assault - 2nd Degree Aggravated,1,1,0,0,0,No Bail,5,0,0,Male,White,Judge5,,,
18BU022394,Defendant137,2018-09-25,2018-11-01,0,Simple Assault,1,0,1,0,0,No Bail,3,0,0,Female,White,Judge5,,,
18BU023157,Defendant316,2018-10-04,2018-11-01,0,Violation Of Conditions Of Release (Other),1,0,0,0,0,No Bail,3,0,0,Male,Black,Judge5,,,
